owner_category,owner_name,property_address,city,apn,lot_sqft,lot_acres,jurisdiction,zoning,property_use,assessed_land,assessed_improvement,assessed_total,improv_land_ratio,last_transfer_date,assessor_last_sale_date,lat,lon,score,score_reasons,source,current_use_web,current_use_source
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-04-019,21015,0.482,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1986-08-13,37.348238,-121.905517,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,678-39-090,21000,0.482,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1979-12-28,37.269438,-121.797349,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,120-14-088,20908,0.480,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.447761,-122.162537,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,595-10-066,20473,0.470,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1983-11-08,37.408098,-121.845179,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-41-074,20453,0.470,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.319531,-121.897228,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,665-53-003,20400,0.468,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1979-04-13,37.290304,-121.763896,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,205-46-031,19987,0.459,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.378214,-122.019374,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,237-05-020,19739,0.453,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.38065,-121.900666,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-11-102,19672,0.452,SANTA CLARA,M1,INDUSTRIAL,0,0,0,,2002-02-11,2002-02-11,37.319351,-121.903238,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,438 COLEMAN AVE,SAN JOSE,259-15-055,19605,0.450,SANTA CLARA,M1,INDUSTRIAL,0,0,0,,2007-03-28,2007-03-28,37.341474,-121.903005,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,TICONDEROGA DR,SUNNYVALE,202-24-020,19602,0.450,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.355442,-122.050834,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SAN JOSE UNIFIED SCH DISTRICT,,SAN JOSE,456-10-002,19544,0.449,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2017-06-13,,37.300961,-121.87554,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,CAMPBELL,412-09-048,19496,0.448,SANTA CLARA,PF/OS,OTHER / UNKNOWN,0,0,0,,,,37.286683,-121.938732,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,424 LYTTON AVE,PALO ALTO,120-15-100,19446,0.446,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.448129,-122.16092,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-21-005,19398,0.445,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.325085,-121.895418,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,189-05-102,19247,0.442,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.374997,-122.089616,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,375 MCKENDRIE ST,SAN JOSE,230-38-065,19047,0.437,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.349685,-121.913263,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,442-23-086,18778,0.431,SANTA CLARA,SJ,INDUSTRIAL,0,0,0,,,,37.275929,-121.919491,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,REDEVELOPMENT AGENCY SAN JOSE,70 N 4TH ST,SAN JOSE,467-20-017,18630,0.428,SANTA CLARA,CG,INDUSTRIAL,0,0,0,,2001-06-22,1995-08-18,37.338746,-121.887791,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,586-01-018,18625,0.428,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.409399,-121.86241,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,599-24-022,18614,0.427,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.395022,-121.828579,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,254-19-047,18600,0.000,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.370079,-121.870779,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,PALO ALTO,132-17-048,18490,0.424,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.429652,-122.138801,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,525 W SAINT JOHN ST,SAN JOSE,259-29-001,18295,0.420,SANTA CLARA,HI,INDUSTRIAL,0,0,0,,2017-12-07,2017-12-07,37.333976,-121.901413,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-12-063,18252,0.419,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.333833,-121.823012,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,PALO ALTO,132-01-085,18149,0.417,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.435525,-122.132927,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,,CAMPBELL,412-07-001,18128,0.416,SANTA CLARA,P-D,OTHER / UNKNOWN,0,0,0,,,1978-09-25,37.286071,-121.944187,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,245 WOZ WAY,SAN JOSE,264-28-154,18104,0.416,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.326936,-121.889306,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,269-22-097,18089,0.415,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.348556,-121.947949,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-42-041,17968,0.412,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1975-06-06,37.318059,-121.901686,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-93-023,17852,0.410,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.256892,-121.791702,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,679-03-002,17813,0.409,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.257472,-121.79243,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-31-065,17600,0.404,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1982-08-04,37.336454,-121.896328,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,447 W SAINT JOHN ST,SAN JOSE,259-29-032,17424,0.400,SANTA CLARA,LI,INDUSTRIAL,0,0,0,,2018-03-12,2018-03-12,37.334486,-121.900262,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,101-04-002,17424,0.400,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1991-01-30,37.374828,-121.928127,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,,CUPERTINO,357-13-035,16988,0.390,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,,37.315282,-122.06115,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,46 S 1ST ST,CAMPBELL,412-07-022,16726,0.384,SANTA CLARA,C-3,OTHER / UNKNOWN,0,0,0,,,,37.286414,-121.944262,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-51-090,16655,0.382,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.314564,-121.8977,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,901 PLAZA DR,SAN JOSE,264-52-064,16561,0.380,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2017-12-13,2017-12-13,37.315592,-121.903061,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,ANTON CT,PALO ALTO,132-07-061,16279,0.374,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.433143,-122.135334,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,CHESTNUT AVE,PALO ALTO,132-33-037,16126,0.370,SANTA CLARA,PF,OTHER / UNKNOWN,0,0,0,,,,37.42139,-122.134589,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,120-26-087,16000,0.367,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.443815,-122.162544,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SUNNYVALE,161-32-005,15990,0.367,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.385541,-122.050996,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SANTA CLARA,224-14-086,15906,0.365,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.35281,-121.968112,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,205 VIEW ST,MOUNTAIN VIEW,158-22-020,15643,0.359,SANTA CLARA,P(19),OTHER / UNKNOWN,0,0,0,,2017-08-22,2017-08-22,37.392484,-122.077985,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-93-022,15627,0.359,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.256902,-121.79083,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,S D SUNNYVALE,,SUNNYVALE,202-14-009,15438,0.354,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.355405,-122.043552,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,460 PARK AVE,SAN JOSE,259-46-097,15349,0.352,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.327703,-121.897899,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-44-075,15268,0.351,SANTA CLARA,CG,OTHER / UNKNOWN,0,0,0,,,1974-10-09,37.330132,-121.894035,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,434-11-034,15246,0.350,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1983-05-19,37.313609,-121.878803,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,240 N MONTGOMERY ST,SAN JOSE,259-29-103,15180,0.348,SANTA CLARA,"HI,RM",INDUSTRIAL,0,0,0,,2021-10-18,2021-10-18,37.334994,-121.902424,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,1527 AIRPORT BLVD,SAN JOSE,230-46-022,15063,0.346,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.358815,-121.917198,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,120-26-076,15000,0.344,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.444506,-122.162057,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-38-079,14998,0.344,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.349858,-121.914232,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF MOUNTAIN VIEW,98 E EVELYN AVE,MOUNTAIN VIEW,158-37-009,14175,0.325,SANTA CLARA,MV,OTHER / UNKNOWN,0,0,0,,1995-12-29,,37.391592,-122.069326,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,101-08-009,13941,0.320,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.387417,-121.947887,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-04-024,13733,0.315,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.351658,-121.902436,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,575-02-011,13652,0.313,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2015-03-27,2015-03-27,37.221723,-121.907134,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,381-42-062,13584,0.312,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.30937,-121.992453,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,ROBERT FOWLER WAY,SAN JOSE,491-15-039,13504,0.310,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1965-12-03,37.337847,-121.821041,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,684-40-018,13472,0.309,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.257272,-121.801602,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,220-30-012,13453,0.309,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.358164,-121.977905,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,202-39-041,13428,0.308,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.357403,-122.060859,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-05-078,13403,0.308,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.349395,-121.903548,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,PALO ALTO,127-03-133,13358,0.307,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.44187,-122.126635,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-37-020,13134,0.302,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.35185,-121.90942,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,456-25-002,12875,0.000,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.291056,-121.877045,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,CUPERTINO,326-01-034,12865,0.295,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,,37.33517,-122.064173,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SANTA CLARA,1750 GRANT ST,SANTA CLARA,224-02-022,12750,0.293,SANTA CLARA,MH,INDUSTRIAL,0,0,0,,2016-12-21,2016-12-21,37.358304,-121.944519,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,MC KINLEY AVE,SUNNYVALE,209-10-060,12632,0.290,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,1977-10-13,37.374069,-122.02909,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,678-39-091,12500,0.287,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1979-12-28,37.267903,-121.796478,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-45-001,12434,0.285,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.329853,-121.895026,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,701-17-017,12430,0.285,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.204059,-121.840825,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,234 GARNER DR,SUNNYVALE,110-12-086,12150,0.279,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.399992,-122.02439,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,261-10-009,11511,0.264,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1985-08-23,37.341279,-121.916677,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,484-17-039,11432,0.262,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1980-06-18,37.36504,-121.831634,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,SINGLETREE ST,SAN JOSE,567-28-015,11403,0.262,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.23416,-121.901238,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,120-17-088,11300,0.259,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1973-06-08,37.443313,-122.15549,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SANTA CLARA,,SANTA CLARA,104-43-025,11272,0.259,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,2021-02-18,,37.405344,-121.973545,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-20-064,11248,0.258,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.340887,-121.896732,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,642 GILMAN ST,PALO ALTO,120-16-095,11200,0.257,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.445142,-122.159296,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,124-32-004,11184,0.257,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.427668,-122.1454,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,230-03-103,11171,0.256,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.366749,-121.941061,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,237-07-001,10946,0.251,SANTA CLARA,HI,OTHER / UNKNOWN,0,0,0,,,1988-03-21,37.365414,-121.896205,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,216-06-074,10890,0.250,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.357051,-121.973561,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,250 UNIVERSITY AVE,PALO ALTO,120-26-104,10849,0.249,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.445249,-122.161646,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,224-49-004,10684,0.245,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.355774,-121.955717,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
5 State of California,STATE OF CA,201 N 1ST ST,SAN JOSE,259-33-057,10626,0.244,SANTA CLARA,CG,Commercial,0,0,0,,2011-07-07,2011-07-07,37.339125,-121.893174,75,Commercial +5; <1ac infill +20,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,259-29-067,10500,0.241,SANTA CLARA,M2,INDUSTRIAL,0,0,0,,2016-05-23,2010-06-02,37.336439,-121.901342,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,ROCK UNION S D ALUM,,SAN JOSE,601-17-002,10454,0.240,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.371816,-121.815726,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-29-095,10439,0.240,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,1975-02-06,37.33626,-121.900692,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-41-011,10256,0.235,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.343152,-121.920189,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,10981 FRANCO CT,CUPERTINO,326-09-071,10080,0.000,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,,37.337006,-122.037076,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,,CAMPBELL,404-24-044,10019,0.230,SANTA CLARA,PF/OS,OTHER / UNKNOWN,0,0,0,,,,37.280542,-121.962841,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,PALO ALTO,137-10-128,10019,0.230,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1965-11-23,37.416536,-122.136688,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,10450 MADERA DR,CUPERTINO,326-45-015,10000,0.230,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,,37.329571,-122.057821,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,692-27-074,9994,0.229,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,2011-06-29,2011-06-29,37.247403,-121.83077,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,439-48-043,9986,0.229,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,1973-04-10,37.282745,-121.882464,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,269-18-043,9905,0.227,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.34437,-121.953928,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,259-04-012,9894,0.227,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,1988-12-23,37.351973,-121.904949,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,484-33-147,9836,0.226,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.353922,-121.828178,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,PALO ALTO,127-03-104,9680,0.222,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.442805,-122.125673,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,VIA VALIENTE,SAN JOSE,701-53-034,9583,0.220,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-01-15,37.209971,-121.846389,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SAN JOSE COMMUNITY COLLEGE,,SAN JOSE,676-37-014,9583,0.220,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1974-12-16,37.30175,-121.774378,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF PALO ALTO,200 UNIVERSITY AVE,PALO ALTO,120-26-099,9263,0.213,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,2009-12-18,,37.444702,-122.162411,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,264-57-014,9136,0.210,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.310481,-121.906696,75,<1ac infill +20; owner +5,ATTOM taxassessor (Santa Clara County),,
